Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTHome,FTAway,FTResult,OddHome,OddDraw,OddAway,Over25,Under25
D1,2019-09-14,RB Leipzig,Bayern Munich,1809.72,1950.15,9.0,10.0,7.0,11.0,1.0,1.0,D,3.78,4.04,1.87,1.47,2.68
E0,2019-09-14,Norwich,Man City,1639.79,2050.77,3.0,6.0,7.0,13.0,3.0,2.0,H,17.04,9.03,1.15,1.23,4.15
SP1,2019-09-14,Sociedad,Ath Madrid,1723.15,1888.07,4.0,7.0,9.0,11.0,2.0,0.0,H,3.73,3.15,2.17,2.46,1.55
F1,2019-09-14,Bordeaux,Metz,1564.61,1526.21,5.0,8.0,3.0,7.0,2.0,0.0,H,1.85,3.37,4.71,2.51,1.53
F1,2019-09-14,Brest,Rennes,1513.31,1651.17,4.0,5.0,6.0,12.0,0.0,0.0,D,3.2,3.21,2.34,2.09,1.75
F1,2019-09-14,Dijon,Nimes,1470.46,1573.23,0.0,3.0,4.0,4.0,0.0,0.0,D,2.72,3.35,2.6,1.92,1.89
F1,2019-09-14,Montpellier,Nice,1613.95,1604.09,4.0,4.0,6.0,12.0,2.0,1.0,H,1.94,3.28,4.37,2.43,1.56
I1,2019-09-14,Inter,Udinese,1734.39,1572.32,9.0,12.0,6.0,12.0,1.0,0.0,H,1.33,5.29,9.27,1.67,2.21
SP1,2019-09-14,Barcelona,Valencia,1985.17,1800.67,4.0,8.0,4.0,10.0,5.0,2.0,H,1.47,4.59,6.69,1.53,2.47
SP1,2019-09-15,Eibar,Espanol,1702.34,1712.67,1.0,2.0,1.0,7.0,1.0,2.0,A,1.97,3.34,4.21,2.2,1.68
I1,2019-09-15,Genoa,Atalanta,1552.05,1741.43,5.0,6.0,6.0,10.0,1.0,2.0,A,3.34,3.75,2.08,1.58,2.37
SP1,2019-09-15,Alaves,Sevilla,1693.51,1765.34,5.0,8.0,7.0,11.0,0.0,1.0,A,4.23,3.37,1.95,2.27,1.64
F1,2019-09-15,Nantes,Reims,1585.0,1603.7,7.0,7.0,4.0,10.0,1.0,0.0,H,2.16,3.0,3.91,2.63,1.49
I1,2019-09-15,Brescia,Bologna,1482.48,1576.8,3.0,7.0,7.0,11.0,3.0,4.0,A,3.04,3.29,2.41,1.95,1.87
I1,2019-09-15,Parma,Cagliari,1513.62,1516.79,3.0,6.0,0.0,1.0,1.0,3.0,A,2.28,3.25,3.3,2.15,1.71
I1,2019-09-15,Spal,Lazio,1540.52,1673.94,0.0,0.0,4.0,8.0,2.0,1.0,H,5.55,4.07,1.61,1.77,2.06
E0,2019-09-15,Bournemouth,Everton,1692.85,1774.09,3.0,4.0,6.0,8.0,3.0,1.0,H,3.01,3.48,2.37,1.75,2.1
D1,2019-09-15,Hoffenheim,Freiburg,1735.02,1613.6,4.0,4.0,6.0,9.0,0.0,3.0,A,1.69,4.2,4.6,1.55,2.45
SP1,2019-09-15,Celta,Granada,1687.9,1623.57,4.0,5.0,4.0,8.0,0.0,2.0,A,1.84,3.64,4.4,1.99,1.83
F1,2019-09-15,St Etienne,Toulouse,1640.98,1510.81,1.0,5.0,6.0,7.0,2.0,2.0,D,1.65,3.93,5.21,1.87,1.94
E0,2019-09-15,Watford,Arsenal,1661.65,1878.59,1.0,1.0,4.0,10.0,2.0,2.0,D,3.64,3.74,2.01,1.57,2.41
D1,2019-09-15,Paderborn,Schalke 04,1500.19,1660.75,1.0,4.0,4.0,6.0,1.0,5.0,A,3.04,3.64,2.26,1.54,2.45
I1,2019-09-15,Roma,Sassuolo,1741.83,1574.87,5.0,9.0,3.0,4.0,4.0,2.0,H,1.69,4.13,4.73,1.52,2.54
SP1,2019-09-15,Valladolid,Osasuna,1630.38,1659.58,4.0,7.0,5.0,11.0,1.0,1.0,D,2.23,3.05,3.73,2.53,1.52
I1,2019-09-15,Verona,Milan,1442.61,1703.47,7.0,7.0,6.0,12.0,0.0,1.0,A,5.62,3.72,1.67,2.03,1.79
SP1,2019-09-15,Betis,Getafe,1679.49,1751.9,3.0,9.0,2.0,3.0,1.0,1.0,D,2.22,3.22,3.51,2.38,1.58
F1,2019-09-15,Monaco,Marseille,1545.52,1640.8,2.0,2.0,7.0,10.0,3.0,4.0,A,2.41,3.53,2.83,1.86,1.95
I1,2019-09-16,Torino,Lecce,1702.13,1442.43,9.0,12.0,3.0,6.0,1.0,2.0,A,1.5,4.31,6.82,1.81,2.01
E0,2019-09-16,Aston Villa,West Ham,1622.26,1748.57,3.0,3.0,7.0,10.0,0.0,0.0,D,2.64,3.56,2.63,1.62,2.31
D1,2019-09-20,Schalke 04,Mainz,1660.75,1633.74,6.0,8.0,3.0,6.0,2.0,1.0,H,1.66,4.07,5.11,1.67,2.22
I1,2019-09-20,Cagliari,Genoa,1516.79,1552.05,3.0,4.0,4.0,6.0,3.0,1.0,H,2.8,3.37,2.55,1.84,1.98
F1,2019-09-20,Strasbourg,Nantes,1541.5,1585.0,1.0,3.0,9.0,10.0,2.0,1.0,H,2.56,3.02,3.05,2.55,1.51
SP1,2019-09-20,Osasuna,Betis,1659.58,1679.49,3.0,9.0,4.0,7.0,0.0,0.0,D,2.34,3.37,3.12,1.88,1.94
E0,2019-09-20,Southampton,Bournemouth,1694.12,1692.85,7.0,7.0,3.0,7.0,1.0,3.0,A,2.1,3.62,3.5,1.69,2.21
SP1,2019-09-21,Villarreal,Valladolid,1737.06,1630.38,4.0,6.0,2.0,5.0,2.0,0.0,H,1.59,4.19,5.61,1.8,2.03
E0,2019-09-21,Leicester,Tottenham,1759.47,1901.34,6.0,8.0,4.0,8.0,2.0,1.0,H,2.87,3.5,2.45,1.79,2.04
I1,2019-09-21,Udinese,Brescia,1552.91,1482.48,3.0,9.0,3.0,4.0,0.0,1.0,A,1.89,3.58,4.16,1.88,1.93
D1,2019-09-21,Bayern Munich,FC Koln,1947.75,1570.23,7.0,11.0,3.0,4.0,4.0,0.0,H,1.12,9.25,21.04,1.25,3.83
D1,2019-09-21,Freiburg,Augsburg,1613.6,1596.36,6.0,12.0,4.0,4.0,1.0,1.0,D,1.9,3.77,3.92,1.67,2.21
D1,2019-09-21,Hertha,Paderborn,1619.24,1500.19,0.0,1.0,1.0,1.0,2.0,1.0,H,1.73,4.02,4.54,1.48,2.64
D1,2019-09-21,Leverkusen,Union Berlin,1762.76,1552.61,4.0,10.0,4.0,5.0,2.0,0.0,H,1.36,5.31,7.82,1.44,2.74
E0,2019-09-21,Burnley,Norwich,1697.48,1655.46,2.0,5.0,3.0,6.0,2.0,0.0,H,1.99,3.76,3.67,1.67,2.22
E0,2019-09-21,Everton,Sheffield United,1774.09,1632.61,3.0,7.0,1.0,5.0,0.0,2.0,A,1.67,3.8,5.58,2.03,1.81
E0,2019-09-21,Man City,Watford,2035.1,1661.65,6.0,10.0,2.0,2.0,8.0,0.0,H,1.11,10.24,23.21,1.25,3.91
SP1,2019-09-21,Levante,Eibar,1692.1,1702.34,6.0,7.0,1.0,2.0,0.0,0.0,D,2.26,3.51,3.12,1.76,2.08
F1,2019-09-21,Marseille,Montpellier,1640.8,1620.86,9.0,10.0,6.0,7.0,1.0,1.0,D,1.98,3.27,4.14,2.13,1.72
I1,2019-09-21,Juventus,Verona,1870.02,1442.61,7.0,8.0,4.0,7.0,2.0,1.0,H,1.15,7.74,20.29,1.57,2.4
E0,2019-09-21,Newcastle,Brighton,1715.51,1630.85,4.0,4.0,1.0,5.0,0.0,0.0,D,2.5,3.16,3.07,2.35,1.61
D1,2019-09-21,Werder Bremen,RB Leipzig,1709.58,1812.11,6.0,9.0,7.0,10.0,0.0,3.0,A,4.19,4.25,1.75,1.46,2.69
SP1,2019-09-21,Ath Madrid,Celta,1875.91,1687.9,6.0,10.0,4.0,5.0,0.0,0.0,D,1.42,4.35,8.61,2.0,1.82
F1,2019-09-21,Bordeaux,Brest,1572.95,1515.42,7.0,8.0,4.0,6.0,2.0,2.0,D,1.77,3.48,5.03,2.17,1.69
F1,2019-09-21,Metz,Amiens,1517.87,1499.62,0.0,4.0,1.0,4.0,1.0,2.0,A,2.09,3.08,4.04,2.65,1.48
F1,2019-09-21,Nice,Dijon,1608.09,1471.89,3.0,9.0,1.0,1.0,2.0,1.0,H,1.75,3.64,4.91,2.07,1.76
F1,2019-09-21,Nimes,Toulouse,1571.79,1510.81,5.0,5.0,4.0,8.0,1.0,0.0,H,2.03,3.45,3.73,1.92,1.89
F1,2019-09-21,Reims,Monaco,1603.7,1545.52,3.0,7.0,2.0,2.0,0.0,0.0,D,2.6,3.18,2.84,2.23,1.66
I1,2019-09-21,Milan,Inter,1703.47,1741.78,6.0,12.0,9.0,12.0,0.0,2.0,A,3.37,3.2,2.27,2.11,1.73
SP1,2019-09-21,Granada,Barcelona,1623.57,1989.59,6.0,10.0,7.0,8.0,2.0,0.0,H,9.24,5.44,1.32,1.55,2.46
SP1,2019-09-22,Getafe,Mallorca,1751.9,1571.62,3.0,4.0,1.0,5.0,4.0,2.0,H,1.85,3.23,5.06,2.67,1.47
I1,2019-09-22,Sassuolo,Spal,1574.87,1540.52,3.0,4.0,3.0,3.0,3.0,0.0,H,1.97,3.55,3.88,1.79,2.04
SP1,2019-09-22,Espanol,Sociedad,1712.67,1737.95,4.0,7.0,6.0,7.0,1.0,3.0,A,2.94,3.25,2.5,2.32,1.61
F1,2019-09-22,Rennes,Lille,1638.16,1672.62,4.0,10.0,6.0,9.0,1.0,1.0,D,2.51,3.09,3.03,2.3,1.62
I1,2019-09-22,Bologna,Roma,1576.8,1741.83,7.0,11.0,5.0,9.0,1.0,2.0,A,2.81,3.57,2.42,1.6,2.33
I1,2019-09-22,Lecce,Napoli,1442.43,1809.32,3.0,6.0,6.0,9.0,1.0,4.0,A,8.81,5.18,1.35,1.56,2.42
I1,2019-09-22,Sampdoria,Torino,1580.27,1702.13,0.0,4.0,6.0,9.0,1.0,0.0,H,2.53,3.35,2.81,1.85,1.96
E0,2019-09-22,Crystal Palace,Wolves,1749.76,1726.18,6.0,7.0,1.0,3.0,1.0,1.0,D,2.64,3.11,2.93,2.37,1.59
E0,2019-09-22,West Ham,Man United,1748.57,1849.11,7.0,8.0,4.0,8.0,2.0,0.0,H,3.24,3.59,2.21,1.69,2.2
D1,2019-09-22,MGladbach,Fortuna Dusseldorf,1703.89,1616.45,6.0,7.0,1.0,7.0,2.0,1.0,H,1.69,4.09,4.77,1.54,2.46
SP1,2019-09-22,Valencia,Leganes,1799.09,1635.76,3.0,7.0,0.0,0.0,1.0,1.0,D,1.59,3.9,6.16,2.16,1.7
F1,2019-09-22,Angers,St Etienne,1573.66,1640.98,6.0,9.0,1.0,5.0,4.0,1.0,H,2.16,3.28,3.55,2.06,1.77
E0,2019-09-22,Arsenal,Aston Villa,1878.59,1622.26,2.0,8.0,4.0,4.0,3.0,2.0,H,1.42,4.9,7.49,1.45,2.77
E0,2019-09-22,Chelsea,Liverpool,1879.2,2066.6,7.0,8.0,9.0,15.0,1.0,2.0,A,3.58,3.69,2.04,1.59,2.37
D1,2019-09-22,Ein Frankfurt,Dortmund,1750.54,1828.41,3.0,6.0,6.0,12.0,2.0,2.0,D,4.29,4.22,1.74,1.46,2.7
I1,2019-09-22,Atalanta,Fiorentina,1741.43,1586.17,6.0,10.0,1.0,2.0,2.0,2.0,D,2.02,3.69,3.55,1.58,2.38
SP1,2019-09-22,Ath Bilbao,Alaves,1744.65,1693.51,5.0,8.0,2.0,8.0,2.0,0.0,H,1.65,3.61,6.16,2.53,1.52
I1,2019-09-22,Lazio,Parma,1673.94,1513.62,4.0,5.0,3.0,6.0,2.0,0.0,H,1.31,5.52,9.72,1.57,2.4
F1,2019-09-22,Lyon,Paris SG,1726.51,1832.35,2.0,8.0,9.0,12.0,0.0,1.0,A,3.79,4.06,1.85,1.42,2.85
SP1,2019-09-22,Sevilla,Real Madrid,1765.34,1846.02,7.0,13.0,5.0,8.0,0.0,1.0,A,2.61,3.77,2.5,1.52,2.51
D1,2019-09-23,Wolfsburg,Hoffenheim,1718.27,1735.02,5.0,11.0,4.0,4.0,1.0,1.0,D,1.95,3.81,3.7,1.53,2.48
I1,2019-09-24,Verona,Udinese,1442.61,1552.91,3.0,7.0,0.0,6.0,0.0,0.0,D,2.56,3.18,2.92,2.13,1.72
F1,2019-09-24,Dijon,Marseille,1471.89,1640.8,1.0,1.0,7.0,11.0,0.0,0.0,D,3.61,3.4,2.09,2.02,1.81
SP1,2019-09-24,Valladolid,Granada,1630.38,1623.57,1.0,5.0,9.0,10.0,1.0,1.0,D,2.36,3.17,3.27,2.4,1.58
SP1,2019-09-24,Betis,Levante,1679.49,1692.1,5.0,5.0,4.0,7.0,3.0,1.0,H,1.97,3.67,3.77,1.63,2.29
SP1,2019-09-24,Barcelona,Villarreal,1989.59,1737.06,4.0,7.0,7.0,8.0,2.0,1.0,H,1.31,6.06,8.84,1.31,3.44
I1,2019-09-24,Brescia,Juventus,1482.48,1870.02,3.0,6.0,7.0,10.0,1.0,2.0,A,6.33,4.0,1.57,1.89,1.94
F1,2019-09-24,Monaco,Nice,1545.52,1608.09,2.0,3.0,6.0,9.0,3.0,1.0,H,1.98,3.54,3.83,1.85,1.96
SP1,2019-09-25,Leganes,Ath Bilbao,1635.76,1744.65,1.0,1.0,7.0,11.0,1.0,1.0,D,2.86,2.94,2.79,2.98,1.39
SP1,2019-09-25,Mallorca,Ath Madrid,1571.62,1875.91,1.0,4.0,4.0,10.0,0.0,2.0,A,6.33,3.65,1.63,2.47,1.54
F1,2019-09-25,Amiens,Bordeaux,1499.62,1572.95,4.0,7.0,5.0,9.0,1.0,3.0,A,2.51,3.0,3.12,2.67,1.48
F1,2019-09-25,Brest,Lyon,1515.42,1726.51,2.0,6.0,2.0,5.0,2.0,2.0,D,4.57,3.86,1.74,1.8,2.02
F1,2019-09-25,Lille,Strasbourg,1672.62,1541.5,4.0,7.0,4.0,5.0,2.0,0.0,H,1.81,3.45,4.75,2.22,1.67
F1,2019-09-25,Montpellier,Nimes,1620.86,1571.79,4.0,8.0,7.0,8.0,1.0,0.0,H,1.89,3.52,4.18,2.09,1.75
F1,2019-09-25,Nantes,Rennes,1585.0,1638.16,6.0,10.0,2.0,8.0,1.0,0.0,H,2.29,3.13,3.38,2.37,1.59
F1,2019-09-25,St Etienne,Metz,1640.98,1517.87,1.0,2.0,0.0,3.0,0.0,1.0,A,1.79,3.59,4.67,2.04,1.79
F1,2019-09-25,Toulouse,Angers,1510.81,1573.66,4.0,7.0,6.0,9.0,0.0,2.0,A,2.68,3.21,2.73,2.13,1.72
I1,2019-09-25,Roma,Atalanta,1741.83,1741.43,7.0,11.0,4.0,10.0,0.0,2.0,A,2.25,3.72,2.98,1.44,2.76
SP1,2019-09-25,Valencia,Getafe,1799.09,1751.9,4.0,5.0,5.0,6.0,3.0,3.0,D,1.93,3.31,4.46,2.35,1.6
SP1,2019-09-25,Real Madrid,Osasuna,1846.02,1659.58,7.0,11.0,3.0,7.0,2.0,0.0,H,1.24,6.45,11.19,1.43,2.79
I1,2019-09-25,Fiorentina,Sampdoria,1586.17,1580.27,2.0,3.0,3.0,6.0,2.0,1.0,H,1.7,4.04,4.73,1.68,2.19
I1,2019-09-25,Genoa,Bologna,1552.05,1576.8,3.0,5.0,6.0,10.0,0.0,0.0,D,2.37,3.52,2.91,1.68,2.2
I1,2019-09-25,Inter,Lazio,1741.78,1673.94,9.0,15.0,4.0,7.0,1.0,0.0,H,2.02,3.56,3.68,1.82,2.0
I1,2019-09-25,Napoli,Cagliari,1809.32,1516.79,6.0,9.0,6.0,6.0,0.0,1.0,A,1.2,7.02,13.29,1.37,3.08
I1,2019-09-25,Parma,Sassuolo,1513.62,1574.87,3.0,3.0,6.0,6.0,1.0,0.0,H,2.57,3.46,2.7,1.79,2.03
I1,2019-09-25,Spal,Lecce,1540.52,1442.43,3.0,3.0,3.0,6.0,1.0,3.0,A,1.97,3.57,3.83,1.76,2.07
F1,2019-09-25,Paris SG,Reims,1832.35,1603.7,9.0,12.0,4.0,5.0,0.0,2.0,A,1.16,7.76,16.93,1.36,3.12
SP1,2019-09-26,Eibar,Sevilla,1702.34,1765.34,1.0,2.0,4.0,10.0,3.0,2.0,H,3.25,3.34,2.27,2.02,1.81
SP1,2019-09-26,Celta,Espanol,1687.9,1712.67,2.0,5.0,3.0,4.0,1.0,1.0,D,1.85,3.64,4.33,2.05,1.78
SP1,2019-09-26,Sociedad,Alaves,1737.95,1693.51,6.0,10.0,1.0,5.0,3.0,0.0,H,1.65,3.83,5.55,2.26,1.65
I1,2019-09-26,Torino,Milan,1702.13,1703.47,3.0,9.0,6.0,9.0,2.0,1.0,H,2.46,3.21,3.02,2.11,1.73
D1,2019-09-27,Union Berlin,Ein Frankfurt,1552.61,1750.54,3.0,4.0,4.0,7.0,1.0,2.0,A,2.99,3.64,2.3,1.58,2.39
SP1,2019-09-27,Villarreal,Betis,1737.06,1679.49,6.0,7.0,5.0,8.0,5.0,1.0,H,1.87,3.82,4.04,1.64,2.27
SP1,2019-09-28,Ath Bilbao,Valencia,1744.65,1799.09,5.0,9.0,2.0,5.0,0.0,1.0,A,2.16,3.21,3.69,2.45,1.56
E0,2019-09-28,Sheffield United,Liverpool,1632.61,2066.6,4.0,7.0,9.0,15.0,0.0,1.0,A,8.9,5.17,1.36,1.62,2.32
F1,2019-09-28,Lyon,Nantes,1726.51,1585.0,2.0,3.0,6.0,12.0,0.0,1.0,A,1.56,4.0,6.21,1.9,1.91
I1,2019-09-28,Juventus,Spal,1870.02,1540.52,7.0,13.0,3.0,3.0,2.0,0.0,H,1.24,6.03,13.13,1.66,2.23
D1,2019-09-28,Augsburg,Leverkusen,1596.36,1762.76,4.0,5.0,4.0,10.0,0.0,3.0,A,4.71,4.52,1.63,1.39,2.99
D1,2019-09-28,Hoffenheim,MGladbach,1735.02,1703.89,2.0,5.0,6.0,10.0,0.0,3.0,A,2.43,3.61,2.79,1.58,2.38
D1,2019-09-28,Mainz,Wolfsburg,1633.74,1718.27,3.0,3.0,3.0,9.0,0.0,1.0,A,2.89,3.52,2.4,1.73,2.1
D1,2019-09-28,Paderborn,Bayern Munich,1500.19,1947.75,1.0,1.0,7.0,11.0,2.0,3.0,A,15.89,9.07,1.14,1.19,4.65
D1,2019-09-28,RB Leipzig,Schalke 04,1812.11,1660.75,7.0,13.0,9.0,10.0,1.0,3.0,A,1.56,4.41,5.57,1.5,2.56
E0,2019-09-28,Aston Villa,Burnley,1622.26,1697.48,1.0,4.0,4.0,5.0,2.0,2.0,D,2.38,3.38,3.08,1.91,1.92
E0,2019-09-28,Bournemouth,West Ham,1692.85,1748.57,6.0,9.0,7.0,11.0,2.0,2.0,D,2.48,3.56,2.79,1.57,2.41
E0,2019-09-28,Chelsea,Brighton,1879.2,1630.85,4.0,8.0,2.0,3.0,2.0,0.0,H,1.44,4.64,7.64,1.65,2.27
E0,2019-09-28,Crystal Palace,Norwich,1749.76,1655.46,4.0,7.0,3.0,6.0,2.0,0.0,H,1.94,3.75,3.88,1.72,2.14
E0,2019-09-28,Tottenham,Southampton,1901.34,1694.12,4.0,5.0,4.0,7.0,2.0,1.0,H,1.44,4.67,7.61,1.61,2.35
E0,2019-09-28,Wolves,Watford,1726.18,1661.65,1.0,3.0,2.0,2.0,2.0,0.0,H,1.89,3.49,4.46,1.99,1.84
SP1,2019-09-28,Getafe,Barcelona,1751.9,1989.59,5.0,7.0,6.0,10.0,0.0,2.0,A,4.38,3.44,1.89,1.96,1.86
F1,2019-09-28,Bordeaux,Paris SG,1572.95,1832.35,7.0,11.0,6.0,12.0,0.0,1.0,A,5.96,4.57,1.51,1.61,2.31
I1,2019-09-28,Sampdoria,Inter,1580.27,1741.78,3.0,3.0,9.0,15.0,1.0,3.0,A,5.15,3.92,1.67,1.76,2.08
D1,2019-09-28,Dortmund,Werder Bremen,1828.41,1709.58,4.0,10.0,6.0,6.0,2.0,2.0,D,1.27,6.3,10.09,1.32,3.36
E0,2019-09-28,Everton,Man City,1774.09,2035.1,3.0,6.0,6.0,10.0,1.0,3.0,A,9.84,5.86,1.3,1.47,2.69
SP1,2019-09-28,Granada,Leganes,1623.57,1635.76,7.0,10.0,2.0,2.0,1.0,0.0,H,2.36,3.07,3.35,2.76,1.44
F1,2019-09-28,Angers,Amiens,1573.66,1499.62,6.0,12.0,4.0,4.0,1.0,1.0,D,1.73,3.46,5.48,2.28,1.62
F1,2019-09-28,Metz,Toulouse,1517.87,1510.81,3.0,3.0,1.0,4.0,2.0,2.0,D,2.12,3.25,3.69,2.2,1.67
F1,2019-09-28,Monaco,Brest,1545.52,1515.42,4.0,6.0,3.0,6.0,4.0,1.0,H,1.51,4.32,6.34,1.66,2.22
F1,2019-09-28,Nice,Lille,1608.09,1672.62,3.0,6.0,7.0,10.0,1.0,1.0,D,2.88,3.19,2.55,2.11,1.73
F1,2019-09-28,Reims,Dijon,1603.7,1471.89,4.0,7.0,2.0,2.0,1.0,2.0,A,1.77,3.42,5.2,2.31,1.61
I1,2019-09-28,Sassuolo,Atalanta,1574.87,1741.43,3.0,6.0,7.0,10.0,1.0,4.0,A,3.39,3.81,2.03,1.57,2.39
SP1,2019-09-28,Ath Madrid,Real Madrid,1875.91,1846.02,4.0,10.0,9.0,11.0,0.0,0.0,D,2.41,3.33,3.0,1.98,1.84
SP1,2019-09-29,Espanol,Valladolid,1712.67,1630.38,4.0,5.0,2.0,3.0,0.0,2.0,A,2.03,3.26,4.08,2.33,1.61
I1,2019-09-29,Napoli,Brescia,1809.32,1482.48,6.0,9.0,3.0,6.0,2.0,1.0,H,1.27,6.1,10.19,1.41,2.89
SP1,2019-09-29,Eibar,Celta,1702.34,1687.9,4.0,5.0,2.0,6.0,2.0,0.0,H,2.36,3.3,3.13,2.03,1.8
I1,2019-09-29,Lazio,Genoa,1673.94,1552.05,3.0,7.0,1.0,5.0,4.0,0.0,H,1.46,4.74,6.56,1.5,2.58
I1,2019-09-29,Lecce,Roma,1442.43,1741.83,6.0,6.0,6.0,8.0,0.0,1.0,A,4.34,3.98,1.76,1.48,2.64
I1,2019-09-29,Udinese,Bologna,1552.91,1576.8,1.0,4.0,4.0,8.0,1.0,0.0,H,2.87,3.26,2.53,2.03,1.8
F1,2019-09-29,Strasbourg,Montpellier,1541.5,1620.86,3.0,4.0,7.0,10.0,1.0,0.0,H,2.47,3.07,3.12,2.44,1.56
D1,2019-09-29,Fortuna Dusseldorf,Freiburg,1616.45,1613.6,1.0,4.0,4.0,10.0,1.0,2.0,A,2.44,3.58,2.78,1.64,2.26
SP1,2019-09-29,Alaves,Mallorca,1693.51,1571.62,0.0,2.0,1.0,1.0,2.0,0.0,H,2.25,3.13,3.52,2.59,1.5
F1,2019-09-29,Nimes,St Etienne,1571.79,1640.98,4.0,8.0,1.0,1.0,0.0,1.0,A,2.32,3.39,3.07,1.87,1.94
E0,2019-09-29,Leicester,Newcastle,1759.47,1715.51,6.0,10.0,2.0,5.0,5.0,0.0,H,1.53,4.09,7.06,2.08,1.77
D1,2019-09-29,FC Koln,Hertha,1570.23,1619.24,3.0,3.0,3.0,4.0,0.0,4.0,A,2.15,3.66,3.23,1.61,2.32
I1,2019-09-29,Cagliari,Verona,1516.79,1442.61,9.0,9.0,1.0,5.0,1.0,1.0,D,2.08,3.35,3.72,2.17,1.69
SP1,2019-09-29,Levante,Osasuna,1692.1,1659.58,1.0,7.0,2.0,4.0,1.0,1.0,D,2.15,3.45,3.41,1.9,1.91
I1,2019-09-29,Milan,Fiorentina,1703.47,1586.17,3.0,6.0,5.0,5.0,1.0,3.0,A,2.34,3.19,3.25,2.13,1.72
SP1,2019-09-29,Sevilla,Sociedad,1765.34,1737.95,3.0,7.0,9.0,12.0,3.0,2.0,H,1.87,3.56,4.33,1.87,1.94
F1,2019-09-29,Marseille,Rennes,1640.8,1638.16,5.0,11.0,2.0,5.0,1.0,1.0,D,1.97,3.46,3.94,2.06,1.77
I1,2019-09-30,Parma,Torino,1513.62,1702.13,3.0,6.0,3.0,9.0,3.0,2.0,H,3.11,3.32,2.34,1.99,1.83
E0,2019-09-30,Man United,Arsenal,1849.11,1878.59,4.0,5.0,5.0,8.0,1.0,1.0,D,2.36,3.53,2.99,1.63,2.28
D1,2019-10-04,Hertha,Fortuna Dusseldorf,1625.52,1589.9,6.0,6.0,1.0,1.0,3.0,1.0,H,1.68,4.09,4.88,1.6,2.35
F1,2019-10-04,Amiens,Marseille,1499.73,1637.61,4.0,5.0,3.0,9.0,3.0,1.0,H,3.3,3.23,2.3,2.3,1.62
SP1,2019-10-04,Betis,Eibar,1679.11,1709.6,4.0,8.0,7.0,7.0,1.0,1.0,D,2.02,3.62,3.68,1.84,1.99
SP1,2019-10-05,Leganes,Levante,1636.25,1677.28,2.0,2.0,2.0,5.0,1.0,2.0,A,1.98,3.44,4.0,2.1,1.74
E0,2019-10-05,Brighton,Tottenham,1623.6,1883.08,2.0,2.0,6.0,7.0,3.0,0.0,H,3.9,3.63,1.96,1.76,2.09
I1,2019-10-05,Spal,Parma,1520.43,1513.85,0.0,3.0,6.0,9.0,1.0,0.0,H,2.42,3.23,3.07,2.0,1.81
D1,2019-10-05,Bayern Munich,Hoffenheim,1940.52,1684.99,7.0,13.0,1.0,5.0,1.0,2.0,A,1.11,10.03,23.32,1.21,4.31
D1,2019-10-05,Freiburg,Dortmund,1627.96,1811.96,7.0,10.0,5.0,8.0,2.0,2.0,D,5.3,4.32,1.59,1.45,2.72
D1,2019-10-05,Leverkusen,RB Leipzig,1749.73,1802.02,6.0,10.0,4.0,10.0,1.0,1.0,D,2.33,3.73,2.86,1.51,2.56
D1,2019-10-05,Paderborn,Mainz,1472.17,1608.24,0.0,1.0,3.0,3.0,1.0,2.0,A,2.49,3.75,2.64,1.44,2.76
E0,2019-10-05,Burnley,Everton,1696.42,1732.17,5.0,6.0,0.0,3.0,1.0,0.0,H,2.93,3.3,2.52,2.12,1.74
E0,2019-10-05,Liverpool,Leicester,2047.68,1773.47,9.0,15.0,6.0,12.0,2.0,1.0,H,1.46,4.66,7.0,1.61,2.34
E0,2019-10-05,Norwich,Aston Villa,1633.81,1614.97,3.0,3.0,2.0,5.0,1.0,5.0,A,2.41,3.6,2.85,1.57,2.43
E0,2019-10-05,Watford,Sheffield United,1647.78,1641.03,1.0,2.0,3.0,4.0,0.0,0.0,D,2.14,3.38,3.58,2.0,1.84
SP1,2019-10-05,Real Madrid,Granada,1849.04,1666.34,7.0,11.0,7.0,13.0,4.0,2.0,H,1.3,5.78,9.42,1.45,2.73
F1,2019-10-05,Paris SG,Angers,1829.33,1591.84,6.0,12.0,7.0,10.0,4.0,0.0,H,1.2,7.2,13.01,1.36,3.1
I1,2019-10-05,Verona,Sampdoria,1442.66,1574.08,2.0,5.0,3.0,3.0,2.0,0.0,H,2.47,3.3,2.93,1.92,1.89
D1,2019-10-05,Schalke 04,FC Koln,1682.82,1540.34,9.0,12.0,0.0,3.0,1.0,1.0,D,1.64,4.15,5.08,1.59,2.35
E0,2019-10-05,West Ham,Crystal Palace,1752.27,1745.09,5.0,11.0,4.0,10.0,1.0,2.0,A,2.0,3.58,3.8,1.83,2.0
SP1,2019-10-05,Valencia,Alaves,1809.37,1675.01,5.0,8.0,3.0,4.0,2.0,1.0,H,1.52,4.1,6.81,2.11,1.74
F1,2019-10-05,Brest,Metz,1509.61,1515.44,2.0,3.0,4.0,4.0,2.0,0.0,H,2.46,3.24,2.97,2.18,1.69
F1,2019-10-05,Dijon,Strasbourg,1481.85,1550.41,4.0,5.0,6.0,7.0,1.0,0.0,H,2.7,3.09,2.79,2.28,1.63
