Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,Form3Home,Form5Home,Form3Away,Form5Away,FTHome,FTAway,FTResult,OddHome,OddDraw,OddAway,Over25,Under25
I1,2011-09-21,Genoa,Catania,1599.17,1573.75,7.0,10.0,4.0,10.0,3.0,0.0,H,1.8,3.3,4.75,2.05,1.74
I1,2011-09-21,Juventus,Bologna,1650.95,1525.08,7.0,8.0,0.0,2.0,1.0,1.0,D,1.4,4.33,8.5,1.71,2.09
I1,2011-09-21,Lecce,Atalanta,1521.75,1540.37,3.0,9.0,5.0,9.0,1.0,2.0,A,2.5,3.1,2.9,2.08,1.72
I1,2011-09-21,Milan,Udinese,1781.79,1682.85,2.0,6.0,7.0,13.0,1.0,1.0,D,1.67,3.5,5.5,1.81,1.96
I1,2011-09-21,Palermo,Cagliari,1599.4,1571.31,3.0,9.0,7.0,7.0,3.0,2.0,H,1.91,3.4,4.0,1.84,1.94
I1,2011-09-22,Roma,Siena,1650.91,1532.88,4.0,5.0,1.0,4.0,1.0,1.0,D,1.57,3.75,6.0,1.77,2.01
SP1,2011-09-22,Betis,Zaragoza,1686.03,1676.84,9.0,13.0,4.0,10.0,4.0,3.0,H,1.67,3.6,5.25,1.98,1.79
SP1,2011-09-22,Espanol,Getafe,1668.78,1662.84,3.0,3.0,1.0,5.0,1.0,0.0,H,2.1,3.25,3.5,2.04,1.74
D1,2011-09-23,Stuttgart,Hamburg,1740.78,1671.27,6.0,7.0,0.0,1.0,1.0,2.0,A,1.57,4.0,5.5,1.56,2.34
E0,2011-09-24,Arsenal,Bolton,1835.71,1663.46,3.0,4.0,0.0,3.0,3.0,0.0,H,1.44,4.5,7.0,1.57,2.3
E0,2011-09-24,Chelsea,Swansea,1906.58,1597.57,6.0,10.0,4.0,5.0,4.0,1.0,H,1.2,6.5,15.0,1.44,2.61
E0,2011-09-24,Liverpool,Wolves,1812.93,1656.53,3.0,7.0,1.0,7.0,2.0,1.0,H,1.36,4.5,10.0,1.75,2.05
E0,2011-09-24,Man City,Everton,1858.66,1773.05,7.0,13.0,7.0,10.0,2.0,0.0,H,1.44,4.33,7.5,1.67,2.15
E0,2011-09-24,Newcastle,Blackburn,1724.99,1667.32,5.0,9.0,4.0,4.0,3.0,1.0,H,1.83,3.5,4.5,1.97,1.81
E0,2011-09-24,Stoke,Man United,1728.37,1988.07,6.0,8.0,9.0,15.0,1.0,1.0,D,6.5,4.0,1.53,1.78,2.01
E0,2011-09-24,West Brom,Fulham,1672.37,1732.3,3.0,3.0,2.0,3.0,0.0,0.0,D,2.3,3.25,3.25,2.08,1.73
E0,2011-09-24,Wigan,Tottenham,1656.17,1802.83,3.0,5.0,6.0,9.0,1.0,2.0,A,4.0,3.5,1.91,1.9,1.88
D1,2011-09-24,Augsburg,Hannover,1593.07,1727.57,1.0,2.0,4.0,8.0,0.0,0.0,D,2.88,3.4,2.38,1.84,1.94
D1,2011-09-24,Bayern Munich,Leverkusen,1895.59,1806.62,9.0,15.0,4.0,10.0,3.0,0.0,H,1.33,5.0,9.0,1.45,2.6
D1,2011-09-24,Mainz,Dortmund,1709.12,1828.15,1.0,4.0,1.0,4.0,1.0,2.0,A,3.75,3.6,1.91,1.87,1.9
D1,2011-09-24,MGladbach,Nurnberg,1685.17,1692.39,6.0,10.0,7.0,7.0,1.0,0.0,H,2.1,3.4,3.4,1.94,1.84
D1,2011-09-24,Schalke 04,Freiburg,1754.03,1632.89,3.0,9.0,3.0,3.0,4.0,2.0,H,1.36,4.75,8.5,1.51,2.44
D1,2011-09-24,Wolfsburg,Kaiserslautern,1694.49,1652.19,3.0,3.0,3.0,5.0,1.0,0.0,H,1.83,3.75,4.0,1.67,2.16
F1,2011-09-24,Evian Thonon Gaillard,Caen,1543.2,1611.25,2.0,3.0,4.0,4.0,2.0,4.0,A,2.1,3.2,3.6,2.3,1.56
F1,2011-09-24,Lille,Lorient,1790.32,1651.48,5.0,11.0,5.0,8.0,1.0,1.0,D,1.57,3.6,6.5,2.07,1.72
F1,2011-09-24,Lyon,Bordeaux,1778.87,1669.62,6.0,10.0,2.0,6.0,3.0,1.0,H,1.7,3.5,5.25,2.12,1.68
F1,2011-09-24,Montpellier,Paris SG,1654.07,1710.65,7.0,10.0,7.0,13.0,0.0,3.0,A,2.6,3.2,2.7,2.09,1.7
F1,2011-09-24,Nice,Dijon,1574.17,1534.06,3.0,5.0,3.0,9.0,1.0,1.0,D,1.95,3.3,4.0,2.42,1.51
F1,2011-09-24,Toulouse,Nancy,1655.2,1616.25,7.0,8.0,3.0,3.0,1.0,0.0,H,1.73,3.4,5.25,2.44,1.51
F1,2011-09-24,Valenciennes,Marseille,1617.45,1771.58,4.0,4.0,3.0,4.0,1.0,1.0,D,3.25,3.1,2.3,2.09,1.67
SP1,2011-09-24,Ath Bilbao,Villarreal,1713.27,1771.23,0.0,4.0,4.0,4.0,1.0,1.0,D,2.2,3.25,3.3,1.93,1.85
SP1,2011-09-24,Barcelona,Ath Madrid,2054.79,1744.95,5.0,11.0,6.0,10.0,5.0,0.0,H,1.2,6.5,13.0,1.29,3.35
SP1,2011-09-24,Real Madrid,Vallecano,2007.91,1625.96,4.0,10.0,4.0,5.0,6.0,2.0,H,1.1,9.0,21.0,1.26,3.57
SP1,2011-09-24,Sevilla,Valencia,1746.61,1819.05,5.0,11.0,7.0,13.0,1.0,0.0,H,2.3,3.25,3.1,1.81,1.97
I1,2011-09-24,Bologna,Inter,1513.86,1752.56,1.0,2.0,1.0,5.0,1.0,3.0,A,4.0,3.4,1.91,1.99,1.79
I1,2011-09-24,Milan,Cesena,1773.79,1512.82,2.0,6.0,0.0,3.0,1.0,0.0,H,1.33,5.0,8.5,1.73,2.06
I1,2011-09-24,Napoli,Fiorentina,1705.4,1651.49,6.0,8.0,6.0,8.0,0.0,0.0,D,1.73,3.5,5.0,1.96,1.82
I1,2011-09-25,Atalanta,Novara,1565.69,1477.36,7.0,9.0,4.0,7.0,2.0,1.0,H,1.8,3.3,4.75,2.08,1.72
I1,2011-09-25,Cagliari,Udinese,1574.71,1699.55,6.0,7.0,7.0,11.0,0.0,0.0,D,2.5,3.2,2.8,1.93,1.85
I1,2011-09-25,Catania,Juventus,1573.13,1655.05,4.0,7.0,7.0,8.0,1.0,1.0,D,4.0,3.2,2.0,2.05,1.74
I1,2011-09-25,Chievo,Genoa,1594.72,1616.27,4.0,7.0,7.0,10.0,2.0,1.0,H,2.5,3.2,2.8,2.16,1.66
I1,2011-09-25,Lazio,Palermo,1651.5,1604.32,4.0,10.0,6.0,9.0,0.0,0.0,D,1.83,3.4,4.5,1.85,1.93
I1,2011-09-25,Parma,Roma,1579.8,1661.64,3.0,7.0,2.0,5.0,0.0,1.0,A,3.0,3.2,2.38,1.94,1.84
I1,2011-09-25,Siena,Lecce,1545.72,1518.71,2.0,5.0,3.0,6.0,3.0,0.0,H,1.91,3.25,4.33,2.06,1.74
F1,2011-09-25,Auxerre,Sochaux,1686.39,1655.02,3.0,7.0,2.0,8.0,4.0,1.0,H,2.05,3.25,3.75,2.1,1.67
F1,2011-09-25,Brest,Ajaccio,1578.0,1515.35,1.0,3.0,3.0,4.0,1.0,1.0,D,1.91,3.25,4.2,2.42,1.52
F1,2011-09-25,Rennes,St Etienne,1672.7,1622.67,7.0,10.0,1.0,2.0,1.0,1.0,D,1.8,3.4,4.75,2.16,1.64
SP1,2011-09-25,Granada,Osasuna,1569.34,1711.1,3.0,4.0,4.0,8.0,1.0,1.0,D,2.25,3.25,3.2,2.19,1.65
SP1,2011-09-25,Levante,Espanol,1666.98,1668.78,7.0,8.0,6.0,6.0,3.0,1.0,H,2.2,3.25,3.3,2.14,1.68
SP1,2011-09-25,Mallorca,Sociedad,1671.77,1650.66,0.0,3.0,4.0,8.0,2.0,1.0,H,2.1,3.3,3.5,2.14,1.68
SP1,2011-09-25,Sp Gijon,Santander,1666.52,1663.82,0.0,1.0,2.0,2.0,0.0,0.0,D,2.05,3.3,3.6,2.15,1.68
SP1,2011-09-25,Zaragoza,Malaga,1676.84,1705.34,4.0,7.0,9.0,9.0,0.0,0.0,D,3.2,3.4,2.2,1.79,1.98
E0,2011-09-25,QPR,Aston Villa,1577.93,1740.81,4.0,7.0,3.0,7.0,1.0,1.0,D,2.3,3.25,3.2,2.21,1.64
D1,2011-09-25,FC Koln,Hoffenheim,1637.55,1706.61,6.0,7.0,6.0,12.0,2.0,0.0,H,3.0,3.4,2.3,1.71,2.09
D1,2011-09-25,Werder Bremen,Hertha,1750.59,1707.09,7.0,10.0,7.0,9.0,2.0,1.0,H,1.83,3.5,4.33,1.59,2.25
E0,2011-09-26,Norwich,Sunderland,1569.52,1662.31,3.0,5.0,4.0,5.0,2.0,1.0,H,2.5,3.4,2.8,1.98,1.8
SP1,2011-09-26,Getafe,Betis,1662.84,1686.03,0.0,2.0,9.0,15.0,1.0,0.0,H,2.5,3.25,2.8,1.98,1.8
D1,2011-09-30,Kaiserslautern,Stuttgart,1652.19,1740.78,3.0,4.0,6.0,6.0,0.0,2.0,A,2.88,3.4,2.38,1.84,1.95
F1,2011-10-01,Bordeaux,Montpellier,1659.64,1648.65,1.0,5.0,4.0,7.0,2.0,2.0,D,2.1,3.25,3.5,2.3,1.57
F1,2011-10-01,Caen,Nice,1637.6,1576.6,7.0,7.0,4.0,5.0,1.0,1.0,D,2.1,3.2,3.6,2.39,1.53
F1,2011-10-01,Dijon,Ajaccio,1536.99,1502.64,4.0,7.0,1.0,4.0,1.0,1.0,D,1.91,3.25,4.2,2.21,1.62
F1,2011-10-01,Lorient,Valenciennes,1665.48,1630.68,5.0,9.0,5.0,5.0,2.0,0.0,H,2.0,3.2,4.0,2.18,1.63
F1,2011-10-01,Nancy,Evian Thonon Gaillard,1613.32,1532.57,2.0,3.0,1.0,2.0,1.0,1.0,D,2.2,3.1,3.5,2.44,1.51
F1,2011-10-01,Sochaux,Toulouse,1632.24,1668.74,1.0,5.0,7.0,10.0,3.0,0.0,H,2.4,3.1,3.1,2.06,1.74
F1,2011-10-01,St Etienne,Auxerre,1617.0,1693.6,2.0,2.0,5.0,9.0,1.0,1.0,D,2.4,3.1,3.1,2.37,1.54
SP1,2011-10-01,Malaga,Getafe,1722.16,1653.82,7.0,10.0,3.0,4.0,3.0,2.0,H,1.57,4.0,5.5,1.83,1.94
SP1,2011-10-01,Osasuna,Mallorca,1706.31,1663.18,2.0,6.0,3.0,6.0,2.0,2.0,D,1.83,3.5,4.33,2.15,1.67
SP1,2011-10-01,Santander,Vallecano,1664.67,1626.77,2.0,3.0,3.0,5.0,1.0,1.0,D,2.2,3.3,3.25,2.08,1.72
SP1,2011-10-01,Valencia,Granada,1821.59,1577.37,4.0,10.0,4.0,4.0,1.0,0.0,H,1.33,4.5,11.0,1.65,2.19
SP1,2011-10-01,Villarreal,Zaragoza,1746.99,1676.39,4.0,5.0,4.0,5.0,2.0,2.0,D,1.62,3.8,5.5,1.81,1.96
I1,2011-10-01,Inter,Napoli,1752.56,1705.4,4.0,7.0,4.0,8.0,0.0,3.0,A,2.0,3.3,3.75,1.96,1.82
I1,2011-10-01,Roma,Atalanta,1661.64,1565.69,5.0,8.0,9.0,11.0,3.0,1.0,H,1.7,3.6,5.0,1.78,2.0
D1,2011-10-01,Dortmund,Augsburg,1814.75,1601.74,3.0,7.0,2.0,2.0,4.0,0.0,H,1.25,5.5,12.0,1.5,2.46
D1,2011-10-01,Freiburg,MGladbach,1622.43,1702.78,0.0,3.0,9.0,12.0,1.0,0.0,H,3.1,3.3,2.3,1.85,1.92
D1,2011-10-01,Hertha,FC Koln,1698.99,1674.21,4.0,8.0,6.0,10.0,3.0,0.0,H,1.91,3.5,4.0,1.67,2.14
D1,2011-10-01,Hoffenheim,Bayern Munich,1706.2,1927.69,6.0,9.0,9.0,15.0,0.0,0.0,D,6.5,4.5,1.44,1.52,2.41
D1,2011-10-01,Leverkusen,Wolfsburg,1782.08,1693.71,3.0,7.0,6.0,6.0,3.0,1.0,H,1.67,3.75,5.0,1.57,2.28
D1,2011-10-01,Nurnberg,Mainz,1687.55,1693.2,4.0,7.0,0.0,1.0,3.0,3.0,D,2.1,3.25,3.5,1.92,1.85
E0,2011-10-01,Aston Villa,Wigan,1731.16,1639.52,3.0,7.0,0.0,4.0,2.0,0.0,H,1.62,3.75,6.0,1.87,1.9
E0,2011-10-01,Blackburn,Man City,1665.23,1845.82,4.0,4.0,7.0,13.0,0.0,4.0,A,6.5,3.75,1.57,1.69,2.13
E0,2011-10-01,Everton,Liverpool,1766.43,1796.8,4.0,7.0,3.0,9.0,0.0,2.0,A,3.1,3.2,2.4,2.09,1.71
E0,2011-10-01,Man United,Norwich,1973.6,1584.39,7.0,13.0,6.0,7.0,2.0,0.0,H,1.17,7.0,17.0,1.34,3.06
E0,2011-10-01,Sunderland,West Brom,1664.81,1652.59,3.0,4.0,4.0,4.0,2.0,2.0,D,2.25,3.4,3.2,1.99,1.79
E0,2011-10-01,Wolves,Newcastle,1627.81,1729.1,0.0,4.0,5.0,11.0,1.0,2.0,A,2.5,3.25,2.88,2.06,1.73
D1,2011-10-02,Hamburg,Schalke 04,1675.41,1753.42,3.0,3.0,3.0,9.0,1.0,2.0,A,2.75,3.3,2.5,1.68,2.13
D1,2011-10-02,Hannover,Werder Bremen,1735.35,1757.92,4.0,6.0,7.0,13.0,3.0,2.0,H,2.75,3.3,2.5,1.65,2.19
E0,2011-10-02,Bolton,Chelsea,1641.5,1897.84,0.0,0.0,6.0,12.0,1.0,5.0,A,6.5,4.0,1.53,1.66,2.16
E0,2011-10-02,Fulham,QPR,1732.8,1594.63,3.0,3.0,5.0,8.0,6.0,0.0,H,2.0,3.3,4.0,2.06,1.73
E0,2011-10-02,Swansea,Stoke,1603.83,1718.67,3.0,5.0,4.0,8.0,2.0,0.0,H,2.63,3.25,2.75,2.26,1.61
E0,2011-10-02,Tottenham,Arsenal,1813.38,1826.87,9.0,9.0,6.0,6.0,2.0,1.0,H,2.1,3.4,3.5,1.66,2.17
I1,2011-10-02,Cesena,Chievo,1512.82,1594.72,0.0,0.0,6.0,10.0,0.0,0.0,D,2.4,3.1,3.1,2.27,1.6
I1,2011-10-02,Fiorentina,Lazio,1651.49,1651.5,4.0,8.0,4.0,8.0,1.0,2.0,A,2.0,3.4,3.75,2.1,1.7
I1,2011-10-02,Juventus,Milan,1655.05,1773.79,5.0,9.0,4.0,6.0,2.0,0.0,H,2.38,3.2,3.0,2.03,1.75
I1,2011-10-02,Lecce,Cagliari,1518.71,1574.71,3.0,3.0,4.0,8.0,0.0,2.0,A,2.63,3.1,2.75,2.01,1.77
I1,2011-10-02,Novara,Catania,1477.36,1573.13,3.0,4.0,4.0,5.0,3.0,3.0,D,2.3,3.2,3.1,2.07,1.73
I1,2011-10-02,Palermo,Siena,1604.32,1545.72,4.0,7.0,4.0,5.0,2.0,0.0,H,1.91,3.4,4.0,1.89,1.89
I1,2011-10-02,Parma,Genoa,1579.8,1616.27,3.0,4.0,6.0,10.0,3.0,1.0,H,2.45,3.1,3.0,2.06,1.73
I1,2011-10-02,Udinese,Bologna,1699.55,1513.86,5.0,9.0,1.0,1.0,2.0,0.0,H,1.57,3.8,6.0,1.89,1.88
F1,2011-10-02,Lille,Rennes,1774.61,1679.73,3.0,9.0,5.0,11.0,2.0,0.0,H,1.75,3.4,5.0,1.97,1.81
F1,2011-10-02,Marseille,Brest,1777.85,1567.23,4.0,4.0,2.0,3.0,1.0,1.0,D,1.44,4.0,8.0,1.88,1.9
F1,2011-10-02,Paris SG,Lyon,1722.73,1787.84,7.0,13.0,6.0,12.0,2.0,0.0,H,2.2,3.25,3.25,2.02,1.77
SP1,2011-10-02,Ath Madrid,Sevilla,1762.34,1759.89,6.0,7.0,7.0,11.0,0.0,0.0,D,1.91,3.6,3.75,1.72,2.07
SP1,2011-10-02,Betis,Levante,1695.89,1698.36,6.0,12.0,9.0,11.0,0.0,1.0,A,1.73,3.6,4.75,1.95,1.83
SP1,2011-10-02,Espanol,Real Madrid,1661.41,1994.43,3.0,6.0,4.0,10.0,0.0,4.0,A,10.0,6.0,1.25,1.43,2.64
SP1,2011-10-02,Sociedad,Ath Bilbao,1646.2,1709.2,3.0,7.0,1.0,2.0,1.0,2.0,A,2.4,3.2,3.0,2.02,1.77
SP1,2011-10-02,Sp Gijon,Barcelona,1650.69,2059.28,1.0,1.0,7.0,11.0,0.0,1.0,A,13.0,7.5,1.17,1.39,2.77
D1,2011-10-14,Werder Bremen,Dortmund,1757.92,1814.75,4.0,10.0,6.0,7.0,0.0,2.0,A,2.8,3.5,2.4,1.77,2.02
F1,2011-10-15,Auxerre,Lille,1693.68,1780.22,5.0,7.0,5.0,9.0,1.0,3.0,A,3.2,3.2,2.3,2.09,1.71
F1,2011-10-15,Brest,Caen,1574.06,1633.77,2.0,3.0,7.0,8.0,1.0,1.0,D,2.2,3.1,3.5,2.31,1.56
F1,2011-10-15,Evian Thonon Gaillard,St Etienne,1536.87,1616.93,1.0,3.0,3.0,3.0,1.0,2.0,A,2.4,3.1,3.1,2.19,1.62
F1,2011-10-15,Lyon,Nancy,1776.98,1609.02,3.0,9.0,2.0,4.0,3.0,1.0,H,1.33,4.75,10.0,1.9,1.87
F1,2011-10-15,Montpellier,Dijon,1651.19,1533.84,4.0,8.0,5.0,5.0,5.0,3.0,H,1.44,4.0,8.0,2.09,1.71
F1,2011-10-15,Nice,Bordeaux,1580.43,1657.1,2.0,5.0,2.0,3.0,3.0,0.0,H,2.8,3.1,2.6,2.32,1.56
F1,2011-10-15,Toulouse,Marseille,1656.55,1771.02,4.0,10.0,5.0,5.0,0.0,0.0,D,2.8,3.1,2.6,2.28,1.57
I1,2011-10-15,Catania,Inter,1572.19,1733.83,2.0,6.0,3.0,4.0,2.0,1.0,H,3.6,3.25,2.1,2.03,1.75
I1,2011-10-15,Milan,Palermo,1760.18,1611.46,4.0,5.0,7.0,10.0,3.0,0.0,H,1.44,4.2,7.5,1.79,1.98
I1,2011-10-15,Napoli,Parma,1724.13,1590.2,4.0,10.0,3.0,6.0,1.0,2.0,A,1.5,3.75,7.5,1.95,1.82
SP1,2011-10-15,Barcelona,Santander,2061.11,1661.13,7.0,11.0,3.0,4.0,3.0,0.0,H,1.06,12.0,26.0,1.25,3.71
SP1,2011-10-15,Getafe,Villarreal,1649.47,1742.66,3.0,3.0,5.0,6.0,0.0,0.0,D,2.25,3.5,3.0,2.0,1.78
SP1,2011-10-15,Granada,Ath Madrid,1575.64,1759.8,1.0,4.0,4.0,7.0,0.0,0.0,D,3.5,3.3,2.1,1.93,1.84
SP1,2011-10-15,Mallorca,Valencia,1666.85,1823.32,4.0,4.0,4.0,10.0,1.0,1.0,D,3.0,3.4,2.3,1.99,1.79
SP1,2011-10-15,Real Madrid,Betis,1999.84,1685.75,7.0,10.0,3.0,9.0,4.0,1.0,H,1.14,8.0,16.0,1.27,3.47
E0,2011-10-15,Chelsea,Everton,1905.15,1753.63,6.0,12.0,3.0,7.0,3.0,1.0,H,1.36,4.5,10.0,1.67,2.14
E0,2011-10-15,Liverpool,Man United,1809.61,1974.77,6.0,9.0,7.0,13.0,1.0,1.0,D,3.0,3.3,2.4,1.91,1.87
E0,2011-10-15,Man City,Aston Villa,1856.12,1737.32,7.0,13.0,5.0,7.0,4.0,1.0,H,1.33,5.0,10.0,1.6,2.25
E0,2011-10-15,Norwich,Swansea,1583.23,1617.28,6.0,6.0,6.0,7.0,3.0,1.0,H,2.2,3.3,3.4,2.01,1.78
E0,2011-10-15,QPR,Blackburn,1585.94,1654.92,4.0,5.0,3.0,4.0,1.0,1.0,D,1.83,3.5,4.5,1.92,1.86
E0,2011-10-15,Stoke,Fulham,1705.23,1741.49,1.0,7.0,5.0,6.0,2.0,0.0,H,2.2,3.2,3.5,2.21,1.63
E0,2011-10-15,Wigan,Bolton,1633.35,1634.2,0.0,3.0,0.0,0.0,1.0,3.0,A,2.3,3.3,3.2,1.9,1.88
D1,2011-10-15,Bayern Munich,Hertha,1923.43,1709.17,7.0,13.0,4.0,10.0,4.0,0.0,H,1.2,6.5,13.0,1.39,2.78
D1,2011-10-15,Mainz,Augsburg,1694.84,1596.89,1.0,2.0,2.0,2.0,0.0,1.0,A,1.67,3.75,5.0,1.81,1.96
D1,2011-10-15,MGladbach,Leverkusen,1694.37,1788.37,6.0,9.0,3.0,7.0,2.0,2.0,D,2.6,3.4,2.6,1.94,1.83
D1,2011-10-15,Schalke 04,Kaiserslautern,1760.98,1648.73,6.0,9.0,3.0,3.0,1.0,2.0,A,1.44,4.2,7.5,1.7,2.1
D1,2011-10-15,Stuttgart,Hoffenheim,1748.71,1710.47,6.0,9.0,4.0,7.0,2.0,0.0,H,2.0,3.5,3.6,1.75,2.04
D1,2011-10-15,Wolfsburg,Nurnberg,1687.42,1685.9,3.0,6.0,2.0,8.0,2.0,1.0,H,2.1,3.4,3.4,1.78,2.0
E0,2011-10-16,Arsenal,Sunderland,1820.33,1662.54,3.0,6.0,4.0,5.0,2.0,1.0,H,1.44,4.33,7.5,1.66,2.16
E0,2011-10-16,Newcastle,Tottenham,1736.19,1819.92,7.0,11.0,9.0,12.0,2.0,2.0,D,3.0,3.3,2.4,1.81,1.97
E0,2011-10-16,West Brom,Wolves,1654.86,1620.72,2.0,5.0,0.0,1.0,2.0,0.0,H,2.0,3.3,4.0,1.93,1.84
D1,2011-10-16,FC Koln,Hannover,1664.03,1742.18,6.0,9.0,7.0,8.0,2.0,0.0,H,2.4,3.4,2.8,1.72,2.08
D1,2011-10-16,Freiburg,Hamburg,1630.83,1667.85,3.0,6.0,3.0,3.0,1.0,2.0,A,2.5,3.4,2.7,1.68,2.14
F1,2011-10-16,Ajaccio,Paris SG,1505.79,1733.58,2.0,5.0,9.0,13.0,1.0,3.0,A,6.0,3.6,1.62,1.91,1.86
F1,2011-10-16,Rennes,Lorient,1674.12,1673.05,4.0,8.0,5.0,9.0,2.0,0.0,H,2.0,3.2,4.0,2.13,1.65
F1,2011-10-16,Valenciennes,Sochaux,1623.11,1644.43,2.0,5.0,3.0,5.0,3.0,0.0,H,2.05,3.2,3.75,2.04,1.74
SP1,2011-10-16,Levante,Malaga,1708.5,1726.51,9.0,13.0,7.0,13.0,3.0,0.0,H,2.9,3.25,2.4,1.99,1.8
SP1,2011-10-16,Sevilla,Sp Gijon,1762.43,1648.86,5.0,9.0,1.0,1.0,2.0,1.0,H,1.36,4.75,8.5,1.81,1.96
SP1,2011-10-16,Vallecano,Espanol,1630.31,1656.01,1.0,5.0,3.0,6.0,0.0,1.0,A,2.2,3.2,3.4,2.18,1.65
SP1,2011-10-16,Zaragoza,Sociedad,1680.73,1637.54,2.0,6.0,3.0,4.0,2.0,0.0,H,2.0,3.3,3.8,2.11,1.69
I1,2011-10-16,Atalanta,Udinese,1559.66,1703.47,6.0,10.0,5.0,11.0,0.0,0.0,D,2.6,3.1,2.8,2.01,1.77
I1,2011-10-16,Cagliari,Siena,1586.2,1538.58,4.0,10.0,4.0,5.0,0.0,0.0,D,1.91,3.25,4.33,2.12,1.69
I1,2011-10-16,Cesena,Fiorentina,1513.36,1641.74,1.0,1.0,4.0,7.0,0.0,0.0,D,3.0,3.2,2.4,2.18,1.65
I1,2011-10-16,Chievo,Juventus,1594.18,1668.66,7.0,8.0,5.0,11.0,0.0,0.0,D,4.0,3.2,2.0,2.17,1.66
I1,2011-10-16,Genoa,Lecce,1605.86,1507.22,3.0,7.0,0.0,3.0,0.0,0.0,D,1.57,3.75,6.0,1.83,1.95
I1,2011-10-16,Lazio,Roma,1661.25,1667.67,7.0,8.0,7.0,8.0,2.0,1.0,H,2.6,3.2,2.75,2.0,1.77
I1,2011-10-16,Novara,Bologna,1478.31,1509.94,4.0,5.0,1.0,1.0,0.0,2.0,A,2.0,3.3,3.8,1.99,1.79
SP1,2011-10-17,Ath Bilbao,Osasuna,1717.87,1702.64,4.0,4.0,3.0,6.0,3.0,1.0,H,1.83,3.5,4.33,2.03,1.75
D1,2011-10-21,Augsburg,Werder Bremen,1596.89,1740.26,4.0,5.0,3.0,7.0,1.0,1.0,D,3.8,3.6,1.91,1.72,2.08
F1,2011-10-22,Bordeaux,Brest,1657.1,1574.06,1.0,2.0,3.0,4.0,1.0,1.0,D,1.75,3.4,5.0,2.26,1.58
F1,2011-10-22,Caen,Montpellier,1633.77,1651.19,5.0,9.0,4.0,8.0,1.0,3.0,A,2.7,3.1,2.7,2.13,1.67
F1,2011-10-22,Lorient,Toulouse,1673.05,1656.55,4.0,8.0,4.0,8.0,0.0,0.0,D,2.2,3.1,3.5,2.32,1.55
F1,2011-10-22,Marseille,Ajaccio,1771.02,1505.79,3.0,6.0,2.0,2.0,2.0,0.0,H,1.3,5.0,10.0,1.69,2.12
F1,2011-10-22,Nancy,Nice,1609.02,1580.43,1.0,3.0,5.0,8.0,1.0,0.0,H,2.4,3.0,3.2,2.56,1.47
F1,2011-10-22,Sochaux,Evian Thonon Gaillard,1644.43,1536.87,3.0,4.0,1.0,2.0,1.0,1.0,D,1.95,3.3,4.0,1.91,1.86
F1,2011-10-22,St Etienne,Valenciennes,1616.93,1623.11,5.0,6.0,4.0,8.0,1.0,0.0,H,2.1,3.25,3.5,2.24,1.59
I1,2011-10-22,Fiorentina,Catania,1641.74,1572.19,2.0,5.0,5.0,8.0,2.0,2.0,D,1.67,3.5,5.5,2.09,1.71
I1,2011-10-22,Juventus,Genoa,1668.66,1605.86,5.0,9.0,1.0,7.0,2.0,2.0,D,1.62,3.6,6.0,1.87,1.9
SP1,2011-10-22,Barcelona,Sevilla,2061.11,1762.43,9.0,13.0,7.0,11.0,0.0,0.0,D,1.17,7.5,13.0,1.32,3.4
SP1,2011-10-22,Malaga,Real Madrid,1726.51,1999.84,4.0,10.0,9.0,10.0,0.0,4.0,A,7.5,4.5,1.4,1.5,2.48
SP1,2011-10-22,Santander,Espanol,1661.13,1656.01,2.0,3.0,3.0,6.0,0.0,1.0,A,2.5,3.2,2.88,2.23,1.62
SP1,2011-10-22,Sp Gijon,Granada,1648.86,1575.64,1.0,1.0,2.0,5.0,2.0,0.0,H,2.0,3.3,3.75,2.21,1.64
D1,2011-10-22,Dortmund,FC Koln,1830.42,1664.03,9.0,9.0,6.0,9.0,5.0,0.0,H,1.29,5.5,9.5,1.49,2.48
D1,2011-10-22,Hamburg,Wolfsburg,1667.85,1687.42,6.0,6.0,6.0,9.0,1.0,1.0,D,2.15,3.4,3.3,1.64,2.19
D1,2011-10-22,Hertha,Mainz,1709.17,1694.84,3.0,7.0,1.0,1.0,0.0,0.0,D,1.95,3.5,3.75,1.81,1.96
D1,2011-10-22,Hoffenheim,MGladbach,1710.47,1694.37,1.0,7.0,4.0,10.0,1.0,0.0,H,2.0,3.5,3.6,1.93,1.85
D1,2011-10-22,Kaiserslautern,Freiburg,1648.73,1630.83,3.0,6.0,3.0,3.0,1.0,0.0,H,2.0,3.5,3.6,1.74,2.05
D1,2011-10-22,Nurnberg,Stuttgart,1685.9,1748.71,1.0,5.0,6.0,12.0,2.0,2.0,D,2.5,3.4,2.7,1.89,1.89
E0,2011-10-22,Aston Villa,West Brom,1737.32,1654.86,4.0,6.0,5.0,8.0,1.0,2.0,A,2.0,3.3,4.0,1.96,1.82
E0,2011-10-22,Bolton,Sunderland,1634.2,1662.54,3.0,3.0,1.0,4.0,0.0,2.0,A,2.2,3.2,3.5,1.91,1.87
E0,2011-10-22,Liverpool,Norwich,1809.61,1583.23,7.0,7.0,6.0,9.0,1.0,1.0,D,1.29,5.5,11.0,1.64,2.2
E0,2011-10-22,Newcastle,Wigan,1736.19,1633.35,7.0,9.0,0.0,0.0,1.0,0.0,H,1.57,3.8,6.5,1.85,1.93
